id,bea,target
1349488,0.3384692616278886,0
229368,0.30203945982495345,1
297668,0.31143844533780635,0
176808,0.30475459008559885,0
48024,0.28523316195773035,0
943839,0.30216904803982353,0
339352,0.3316804958271515,0
557864,0.28743301165719204,0
955199,0.28816426057835604,0
659954,0.32183573357706124,0
250842,0.3249864220769064,0
316853,0.2915390362938259,0
869470,0.30174173627845574,0
292128,0.2717210254903776,0
502206,0.3009059176860531,0
43334,0.3247623120168469,0
1467831,0.2847249222380344,0
16336,0.2968421004482432,0
939197,0.3196913812440686,0
145671,0.31558743641496356,0
242553,0.36221243725670627,0
1126083,0.3068021282513048,0
921279,0.31985371806769025,0
837332,0.2849831356922527,0
337036,0.27370721957979904,0
783058,0.278494291597386,0
581007,0.32072412103591563,0
681364,0.29722070046723126,0
1342281,0.3115872667193744,0
348387,0.3185261807698898,0
1091363,0.31112058526391007,0
933630,0.31565398540199013,0
603192,0.27261450365103823,0
163007,0.2967325429824359,0
84044,0.3535164159521541,0
1204124,0.3516420295366113,1
70131,0.3046691026398595,0
40915,0.30143824201829,0
975589,0.305758322712704,0
355585,0.29913541906884983,0
1132122,0.3203960657810919,0
78642,0.29098332735428467,0
566902,0.28868410190530647,0
906476,0.31098354355889174,0
603234,0.29800656407200615,0
390766,0.30993701879207125,0
1169588,0.30813555632616985,0
859092,0.29757457496866174,0
1377608,0.30859225255850475,0
1067385,0.31325940680565545,0
994022,0.2839148724821159,0
205981,0.2940843816365566,0
165088,0.30324224246378245,0
1413397,0.279075919741739,0
968204,0.3311838674294087,1
100122,0.3175231161615476,1
506596,0.3021742352239332,0
1194856,0.3221980091157402,0
525993,0.27821752839980485,0
347818,0.30625670825055984,0
175458,0.34600007417083495,0
1060242,0.299011491573388,0
579597,0.2909907718866967,0
1086235,0.2709219689590737,0
1155721,0.31643929446389735,0
409627,0.3260293752835389,0
478163,0.31860507742349464,1
1341207,0.306993565321743,0
492383,0.26552320278041786,0
114710,0.2870480807258734,0
245557,0.2859743111284116,0
631607,0.30472228340712904,0
614403,0.3087253457686121,0
1339990,0.29893492628765367,0
1127229,0.29229561417279754,0
981872,0.28880063457946736,0
99169,0.3301297590149071,0
591227,0.2996913359477768,0
376525,0.2916328218723296,0
335412,0.2946746724659818,0
1288535,0.31684346929337165,0
533961,0.2966710945736936,0
474447,0.31452147664170316,0
510753,0.33131332945725883,0
1334586,0.2881802925317282,0
83001,0.28459079209245874,0
1063302,0.30474547767505544,0
330377,0.3145306331035623,0
1483327,0.3466136946112378,0
896020,0.3014408020526307,0
240584,0.3093101286448248,0
767220,0.3172303026531301,0
1121910,0.31930671859530496,0
956843,0.28774119198080433,0
1365719,0.2912995979579621,0
1251628,0.280098644202046,0
1019574,0.31211339811068345,0
738169,0.3185795749097452,0
59810,0.31623990790651735,0
709495,0.3237470865682903,0
1000578,0.2674578013050161,0
700487,0.31870832799099535,0
564460,0.2956725111958703,0
336054,0.31852121779286513,0
1313403,0.2984798923857568,0
1325971,0.29779771488304607,0
317334,0.3045622095041086,1
99027,0.28948418478657467,0
1414601,0.32979283214563127,0
147070,0.2904158987553945,0
806115,0.30658454703039384,0
744973,0.292671178008272,0
616247,0.30481145643209934,0
208683,0.27707919021025723,0
328367,0.3007662661711519,0
1040929,0.3245930435851714,0
297438,0.2996747403562291,0
764237,0.3014219893836606,0
67800,0.27417239170450464,0
298997,0.3035492069584245,0
643682,0.28003172713128477,0
491819,0.2807175474931516,0
636448,0.2904609910544921,0
1265471,0.3065853407432161,0
431816,0.30684639588726476,0
66817,0.3169704779526824,0
392884,0.329153936953025,0
933797,0.3116011312848675,0
1478644,0.31108100056036436,0
102533,0.2902000810219877,0
445955,0.2818160910056299,0
341269,0.2973115910401683,0
314441,0.3005345119187157,0
304101,0.30384615784733093,0
610390,0.3203868132133121,0
358537,0.3021900728322091,0
890193,0.2762714896278771,0
680951,0.3001492739147902,0
1130152,0.30772839186346834,0
102924,0.3209949644044201,0
542155,0.3106916619604083,0
1447681,0.3143658551789617,0
475363,0.3196133619712346,0
20082,0.31386716911653306,0
389972,0.2904520017799178,0
1330537,0.30713838094706986,0
212076,0.3124997573849826,0
1028302,0.3340498563970248,0
1276698,0.3313777849523352,0
292783,0.29784678910063617,0
1267389,0.28233862443348057,0
754669,0.3089969233262394,0
1129183,0.31039416388464364,0
697361,0.31909036215963454,0
24668,0.29751533939024066,0
272922,0.2998062481903646,0
827870,0.28560309838707515,1
574165,0.3082716620223003,1
668244,0.315321917444883,0
123685,0.29748870840916936,0
1311312,0.2957304673858852,0
624009,0.2905302307367239,0
1165469,0.31161898121332426,0
851412,0.29608232368623294,0
872009,0.3263159532946226,0
1239841,0.3031239062943017,0
1114137,0.31918750145727204,0
110532,0.29770412419180625,0
368109,0.27582310883823286,0
3519,0.2808531937757371,0
267546,0.30951763732623394,0
139633,0.2873229420235399,0
1428900,0.33777567954018484,0
1048626,0.3016957464889152,0
873648,0.30201029100606075,0
869926,0.29680407748599585,0
1458144,0.28833071002661587,0
295550,0.3004959211266784,0
1288487,0.2985365707183668,0
1323502,0.3301362348198681,0
934720,0.3098572670076963,0
218341,0.29739815177701395,0
891594,0.2787999972677152,0
1434154,0.28681536161218657,0
963537,0.29676771696359927,0
1216091,0.3387592670426741,0
484429,0.3259473868738855,0
457790,0.2650117220017729,0
832421,0.32345353778460256,0
767068,0.30235935511070866,0
858320,0.3066782569743657,0
1235499,0.31889995287391704,0
657409,0.28502611691552576,0
770575,0.30351551493230583,0
489061,0.2619464422881354,0
1235139,0.27443722141680593,0
1408371,0.3209911782241254,0
1138976,0.3311771026394753,0
1073132,0.3094416705382719,0
1080829,0.3010940599352966,1
593897,0.32911035537525346,0
1022311,0.27685664983525726,0
451718,0.31229107062006733,0
50506,0.35402111058782715,0
1037338,0.28206185539018475,0
644477,0.2972194511562452,0
951176,0.2996204423763182,0
1007323,0.28315591776211313,0
1474650,0.28009752313054803,0
930859,0.3128455326677287,0
502894,0.30941869382875287,0
898901,0.2872320551022941,0
565578,0.3083028097314585,0
542381,0.3301022914307776,0
27816,0.28939265962599386,0
40393,0.2986429654373793,0
889505,0.2937279858872765,1
76359,0.3098928603786536,0
1437421,0.28233136772849277,0
546255,0.3219513447277613,0
614497,0.33656378144024257,1
761870,0.27693417633124146,0
143787,0.3463044600090815,0
859839,0.29455963886624326,0
965695,0.2997589913190053,0
1185525,0.29557892972236216,0
149811,0.3091498594315286,0
111408,0.3138429932882245,0
165552,0.3271351227806055,0
389566,0.32546121806820055,0
419815,0.32558330082392895,0
1341670,0.29693124874507476,0
590019,0.30808292430666184,0
422405,0.3164317893518722,0
313731,0.2991633363127364,0
234206,0.34163728163553697,0
1013887,0.3126020309099218,0
612949,0.30479604404780447,0
1243241,0.33987225202837024,1
679381,0.307997207841513,1
493593,0.29350666283850835,0
962579,0.3065321992147731,0
200843,0.27724287393771235,0
423253,0.3112089705056642,0
1246396,0.2894554304364164,1
1378525,0.3280943625708953,0
1410847,0.30289320343484977,0
1324223,0.31635538533482055,0
1204189,0.30534559963144586,0
367409,0.29743917945268444,0
366927,0.30419067468550043,0
773657,0.31984804090003893,0
1072791,0.2974530171919579,0
904390,0.2911344431898183,0
1117580,0.2917345771331438,0
231350,0.3146406950084053,0
467220,0.2959790932637319,0
142413,0.32021218516204814,0
587340,0.2924451757925072,0
507365,0.3187749683670488,0
1470997,0.2794973250366845,0
362413,0.28115834836661147,0
182218,0.30348887553858217,0
727968,0.32056064780906757,0
578499,0.30037616548721646,0
977796,0.2824549088693276,0
169150,0.32864525460708305,0
1359991,0.31888367949663665,0
598034,0.32304091624437364,0
1102634,0.3178171186239461,0
281599,0.3260648368814373,0
30133,0.2846051782084159,0
633535,0.28393810686392895,0
390133,0.32415548543194916,0
498158,0.3213758673925248,0
518373,0.3021705509887258,0
1386380,0.3180034490905984,0
202932,0.3034740213738152,0
1290019,0.31946004797774646,0
840702,0.28646616071434544,0
646490,0.31779468495339364,0
644219,0.27914217960823184,0
1201542,0.30991705922714174,0
10261,0.30558316794156737,0
49086,0.3090540954373768,0
52550,0.29840946483641784,0
288564,0.32054272094270103,0
1098286,0.29766374653092253,0
1227408,0.3549342803285787,0
1160003,0.304428717615171,0
892439,0.30671481129307177,0
1163135,0.27983062558224836,0
1066641,0.3177188850071398,0
841546,0.31646005156568524,0
612887,0.30035384235807056,0
149348,0.344117374371821,0
203986,0.31539328001375744,0
1316349,0.28418198342251716,0
661149,0.3061415853239787,0
152053,0.28861225403952995,0
1279373,0.32105948603896906,0
902253,0.3310645824688535,0
1137843,0.2993693433436674,0
336605,0.31789683729764634,0
785282,0.2906520381185603,0
1169027,0.30052656589158444,0
615624,0.27815553664962,0
22491,0.32686954815212077,0
65479,0.28956863043363734,0
576117,0.31711070859292384,0
537038,0.32358306039577006,0
731457,0.28916708469473223,0
388075,0.32239068273795535,0
1075036,0.2999803206234204,0
288603,0.3043933345323803,0
994314,0.30117343425814846,0
109477,0.32726149276934136,0
81897,0.2975611169690252,0
665133,0.32250724155003563,0
833515,0.31421248562910603,0
102687,0.3065330514496516,0
351382,0.2838292667887813,0
589561,0.27867342915577453,0
1115462,0.314298824715261,0
434628,0.29632689515747185,0
759991,0.29989706152791923,0
1128435,0.31695410535152524,0
682088,0.2714397050288667,0
1003818,0.3138416534779994,0
1458618,0.3169321135514204,0
634982,0.305285487483317,0
1194393,0.314300729200445,0
1042919,0.28142937689995995,0
815593,0.27758512322536044,0
770979,0.32941355928286425,0
902548,0.3018113036055881,0
670854,0.2995134053007778,0
1345250,0.2630716378641277,0
839988,0.312223214464873,0
707899,0.30731826921482047,0
627091,0.31939590615236335,0
1215141,0.3166256661039376,0
611854,0.3103341420707403,0
655788,0.298603436722846,0
206105,0.31027160502399787,0
1124034,0.2893887600786226,0
1403801,0.30446025009484934,0
457400,0.2748758224944305,0
342103,0.3087460500734132,0
965527,0.2911392853008298,0
69974,0.30485266551437173,0
446460,0.33013108691548454,0
286429,0.34297872012753206,0
75802,0.3015939373355335,0
403506,0.27527532944056343,0
636552,0.310983864030751,0
935637,0.33635293931518134,0
273168,0.32081536135053995,0
992103,0.3012918314685526,0
570312,0.28574907156308,0
1381722,0.28300100247619475,0
590484,0.28057461290403996,0
502670,0.32393813513724645,0
1118498,0.35126167105705675,0
618101,0.31190204462921095,0
1261325,0.3050921799030804,0
29629,0.3130355720913297,0
1450935,0.2977893224791809,0
376843,0.3334195409475204,0
1338817,0.32023918305178606,0
1203886,0.32541122141865453,0
814785,0.2727609434003558,0
507516,0.30108298665606786,0
1431768,0.31010731518514667,0
953014,0.31280446670234524,0
363985,0.30430727722993456,0
481278,0.30609795937485623,0
800512,0.30884534823230797,0
895397,0.2974381865136884,0
759104,0.30098637412115237,0
1050098,0.3312928548590936,0
560309,0.29421709881319774,0
312723,0.31291904868625875,0
151681,0.3652700580523453,0
1346534,0.2961582329591293,0
285853,0.3169879153628338,0
475721,0.301121687821823,0
9331,0.28854499628272723,0
1175284,0.32489128047551036,0
12721,0.3485807251743765,0
574053,0.31710330898361605,0
3110,0.30916513817802327,0
1459055,0.2794270057742933,0
1201118,0.3011417292605225,0
790700,0.2732270923745196,0
388103,0.2887412991146644,0
341694,0.27603677326455556,0
541993,0.2898670875942127,0
181746,0.27441847765032573,0
674753,0.312581279848804,0
1410082,0.31543383006230563,0
858164,0.29680647388014486,0
1140344,0.3395771152375233,0
998242,0.2674224741677376,0
1131138,0.3297727376852196,0
17057,0.31126249268369316,0
407747,0.285286426497782,0
381029,0.31098653955652783,0
1415349,0.3363632768608736,0
272230,0.2736981580149683,0
1072772,0.31029322504727147,0
1192174,0.2905846673315956,0
255907,0.2978471287316958,0
1234194,0.34102662674575146,0
763218,0.3114083390237092,0
688926,0.3117022523934546,0
220017,0.2966856908303582,0
833007,0.31661959055640376,0
838534,0.29714710720807885,0
3874,0.30060749397054576,0
47905,0.31150435427797174,0
427454,0.2977421353187939,0
626977,0.3165460996393779,0
700245,0.29514896344116787,0
570462,0.32321197118085665,0
754857,0.2847496426269071,0
292326,0.2783151950440786,0
704847,0.28953197894004973,0
1432521,0.3063613005165057,0
793111,0.3056889849037465,0
165227,0.3125907215734343,0
641530,0.31675190333098213,0
953536,0.30383107712445356,0
1179053,0.30842665958456456,0
930401,0.2720031225861883,0
1120689,0.30306576664435214,0
704932,0.28549157227653893,0
172818,0.30390653513005167,0
1215519,0.2926073579209732,0
1030958,0.2974345936673652,0
736503,0.321960321974712,0
1460495,0.28011778642761365,0
1242700,0.308072325330357,0
226661,0.31370919495018745,0
80128,0.2997687182959388,0
559449,0.31292447212096886,0
188964,0.30278428275175756,0
1181620,0.3367534004438955,0
25984,0.3091325312689726,0
103980,0.3063687408680775,0
342425,0.3117563088212595,0
1070254,0.30577137174276026,0
587839,0.2916495844671238,0
976406,0.28458227989717383,0
580208,0.2852392482329763,0
983871,0.3171345662261224,0
515935,0.3069327624039491,0
234662,0.2886450976880536,0
234809,0.28511040742257093,0
1202918,0.3298385399042657,0
983191,0.29344651155904733,1
451613,0.27339332186740095,0
25598,0.32137251595822836,0
1025564,0.27162630208761784,0
316269,0.3048819820080701,0
260973,0.2960701622776042,0
177218,0.2889816656071312,0
415509,0.3339712068370501,0
647324,0.29249954899665975,0
659803,0.296468783479114,0
1468523,0.2941182669863454,1
1040711,0.2853540481376418,0
980003,0.30815023301092737,0
120571,0.30668999581824574,0
36236,0.30496275011608465,0
608167,0.32125870116067573,0
1136405,0.2739798052401484,0
920375,0.29912870509113537,0
344024,0.2702235522715549,0
205144,0.3256314955110561,0
234576,0.30544105945683186,0
194913,0.31359289137828306,0
1121138,0.3048953505564708,1
959031,0.3380146365286878,0
343428,0.31455588454513433,0
186673,0.304708922490433,0
1389065,0.30962557800546364,0
283771,0.3075038465073054,0
798357,0.31853736617883566,1
65791,0.27405491091633793,0
1241153,0.3312638750613253,0
1203128,0.2975288363165261,0
127347,0.33150763519318954,1
1066236,0.3128939312451317,0
337120,0.2892041156979561,0
225446,0.28967836566473604,0
600811,0.32466579448113136,0
1401272,0.30635850515212154,0
1190376,0.30807426752546957,0
705932,0.27892159584111575,0
297378,0.2909485000937983,0
717429,0.3316308335528593,0
101898,0.33674994567801386,0
1148431,0.28771263735320746,0
831047,0.29422215780810335,0
248220,0.30201889937795673,0
529673,0.3320804567817633,0
1213156,0.300155966946401,0
681544,0.31404274589037073,1
1392576,0.36004901718789417,0
380648,0.29832479909371074,0
226639,0.297434828053283,0
344456,0.3262624062901321,0
1166699,0.32053570355363986,0
680102,0.2818198952583377,0
848065,0.3053629950921873,0
850042,0.26098006365654364,0
533909,0.29270061124206304,0
183677,0.30119906648219347,0
175851,0.2941255204837137,0
134319,0.28795275779137885,0
555420,0.32299973476449934,0
1074540,0.28519402653859066,0
1065269,0.2933067221660302,0
1377490,0.2962264472484928,0
981365,0.29808106958986796,0
581446,0.3404796471562893,1
1420915,0.3157377080356935,0
774585,0.3108094172826669,0
474172,0.3117811458957516,0
447952,0.29840090150403425,0
775096,0.30571954302756615,0
1101567,0.31661263357123864,0
1357136,0.3428496011837635,0
72859,0.2719719910496215,0
314354,0.3034365882413685,0
466609,0.31591529211338804,0
1203599,0.2986427653214937,0
1017754,0.27770697884265994,0
621677,0.2771083816414842,0
314191,0.3222297789320295,0
1458018,0.334869328235804,0
960008,0.31039781721965626,0
984561,0.2790368680166707,0
979200,0.29828681048810146,0
1217239,0.2951429745034252,0
69856,0.3292926460677876,0
319124,0.32174593698548903,0
120133,0.29006509748091014,0
323104,0.3106503832879225,0
650514,0.2755923825815709,0
990625,0.3042248125528367,0
463258,0.31094231151932206,0
543883,0.3108037258851239,0
159621,0.27849930947725127,0
362351,0.2878956357782744,0
474204,0.3026443495748986,0
1352676,0.27760480967368284,0
66727,0.3009625646022206,0
483643,0.30987499262860535,0
683091,0.30062511244761136,0
495710,0.3113844739942191,0
356305,0.307580901893061,0
912834,0.34929333869269125,0
1128878,0.3000661254441136,0
674097,0.31613052170154454,0
725645,0.3150845365220528,0
675461,0.3128246466260128,0
79000,0.3028308719998445,0
813162,0.299380586081341,0
218541,0.280192484296364,0
1143579,0.3094181116065543,0
206102,0.305371965154563,0
367841,0.2791128369957365,0
1261066,0.29987094990064433,0
345423,0.27805689270347705,0
354316,0.2937968652390751,0
282658,0.3250497263808188,1
870812,0.31504049890218366,0
248123,0.2837362752040683,0
1311458,0.27760692413249527,0
708129,0.3209405306021364,0
99817,0.3115393178759171,0
326857,0.3318909583664514,0
1145553,0.2989815800358111,0
183519,0.30446592779453446,0
368259,0.3242096408816545,0
766790,0.2829864625869773,0
939894,0.3179537212225271,0
427048,0.27960038480434496,0
602878,0.31762043303552495,0
872807,0.2877280345501471,0
326432,0.28138338672168606,0
660612,0.27694190002100655,0
244418,0.2973877219701353,0
927226,0.3123329169576461,0
792690,0.28908231715771054,0
385315,0.30557180648947185,0
509325,0.3305099158716371,0
638293,0.325336328159823,0
83603,0.3276357985865215,0
1340870,0.2700152337933531,0
481329,0.28659380273836704,0
1198193,0.2925146728987662,1
415520,0.28133593747424934,0
898010,0.3177753211509078,0
63634,0.3065699440459874,0
431560,0.27158507736364373,0
718194,0.2849042315132665,0
649123,0.3120975802289486,0
1369958,0.33071833107692755,0
807752,0.31714762020368087,0
963834,0.2911280680673166,0
595528,0.34141384603817204,0
346393,0.2764193774686008,0
1148170,0.27737619177066053,0
232771,0.3083037166406539,0
275428,0.29875530084037505,0
465525,0.3116524628677094,0
298382,0.28878898529515995,0
603043,0.3205186318579155,0
1314818,0.296354538887366,0
979992,0.3125464179093515,0
545123,0.3039724712294906,0
1461507,0.329450059325611,0
463787,0.2872057189314151,0
1050745,0.29149921667278,0
1423632,0.35375052266322665,0
806733,0.3191007761832492,0
1194134,0.3130152513697923,0
1377066,0.2969540886080685,0
1439786,0.2708083650999433,0
1284038,0.2833183311080478,0
639684,0.28138205226469104,0
160674,0.2975734390221702,0
1391473,0.30766092721062155,1
145890,0.3183194324166055,0
501502,0.33326032505897485,0
1340007,0.30478473472004025,0
689783,0.33375475463234194,0
1286325,0.3173728168559523,0
366642,0.2771352322533783,0
830958,0.28462727217535877,0
377690,0.3330058733076807,0
18914,0.3126913214367159,0
863258,0.2998920868037304,0
1224705,0.2982645899983907,0
797951,0.29395342715875994,0
521720,0.28621385401696176,0
1368456,0.3460603649122883,0
188136,0.3080673569687232,0
1354481,0.2824962964101422,0
1183035,0.31031558661391423,0
902399,0.3027037757327104,0
626059,0.31212679185164693,0
666025,0.29416935027222824,0
1004611,0.2881048339405075,0
577494,0.30933817642499906,0
323809,0.2857339603065835,0
881009,0.30589641329951167,0
192627,0.354583679068741,0
755999,0.2946855047593204,0
894947,0.30124818299233713,0
75319,0.3257324289837898,0
1259186,0.3012610528828473,0
473032,0.29659057384149556,0
116889,0.3141234496871922,0
1312741,0.31169899388775424,0
791008,0.2832283161309352,0
1375725,0.290094768077339,0
179938,0.3086136928368546,0
337325,0.3298899454382271,0
1342863,0.3155799010528064,0
336620,0.311634309331437,1
706204,0.2731066282841947,0
239705,0.26985788978247055,0
725673,0.2978533200215537,0
330403,0.2993815945844597,0
16582,0.3001034859698336,0
93673,0.3204315656190776,1
1149177,0.29047881703636813,0
1252416,0.31072587922645306,0
283897,0.31812043909103765,0
457719,0.28869611249423327,0
1413158,0.3538869985737459,0
478315,0.33084880624204516,0
643133,0.3177431225024231,0
1172896,0.29676935728448106,0
1001004,0.29466360848347933,0
258532,0.3009457590835275,0
460905,0.29181209994099067,0
221080,0.32647427726843115,0
1324955,0.27762671508303854,0
131761,0.3477184939237582,1
253392,0.31712095868754636,0
1357071,0.3023462489210124,0
1077234,0.27022330114092874,0
1170033,0.2959636491214242,0
975077,0.3001871865007827,0
595196,0.3085800358134246,0
1307399,0.2863029310702053,0
936677,0.29522169034823065,0
1049089,0.3362088277103387,1
148654,0.2934200357444041,0
181893,0.3078444341804398,0
1127548,0.2849420139686425,0
9459,0.306442936559403,0
457757,0.33034454186674117,0
621539,0.2999632423086994,0
1434987,0.2979277819796639,0
378307,0.3772700486239839,0
564932,0.3147126050699229,0
254066,0.3460702501410287,0
236405,0.3319273754555422,0
1202851,0.3001584851793358,0
77030,0.28249163798490284,0
